DEBUG: General     , 1676899901445> 889.076.635> LoggerManager.init                  > Initializing...
LOG  : General     , 1676915360761> 904.535.939> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915365761> 904.540.939> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915370761> 904.545.939> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915375861> 904.551.039> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915380862> 904.556.039> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915385978> 904.561.156> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915390978> 904.566.156> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915396061> 904.571.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915401061> 904.576.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915406161> 904.581.339> command entered via server console (System.in): "ping@pong"
WARN : General     , 1676915408229> 904.583.406> GameServer.kick> The player Gym Burger (Maximum Cheese) was kicked. The reason was UI_Policy_Kick, UI_OnConnectFailed_Ping
LOG  : Network     , 1676915408229> 904.583.407> [21-02-23 00:50:08.229] > ConnectionManager: [kick] "UI_OnConnectFailed_Ping" connection: guid=671039110158495765 ip=149.61.202.16 steam-id=76561198145393066 access= username="Gym Burger (Maximum Cheese)" connection-type="Steam"
LOG  : Network     , 1676915408237> 904.583.415> [21-02-23 00:50:08.237] > ZNet: [-> CZombienet: RakNetPeerInterface_disconnect
LOG  : Network     , 1676915408237> 904.583.415> [21-02-23 00:50:08.237] > ConnectionManager: [force-disconnect] "kick-ping-limit" connection: guid=671039110158495765 ip=149.61.202.16 steam-id=76561198145393066 access= username="Gym Burger (Maximum Cheese)" connection-type="Steam"
WARN : Multiplayer , 1676915408237> 904.583.415> MPStatistics.limitPing> Kick: player="Gym Burger (Maximum Cheese)" type="UI_OnConnectFailed_Ping"
DEBUG: Multiplayer , 1676915408238> 904.583.416> MPStatistics.limitPing              > Ping: limit=400/20 average-60=401
DEBUG: Multiplayer , 1676915408258> 904.583.436> MPStatistics.limitPing              > Ping: last-120: 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 2143, 160, 160, 160, 160, 160, 160, 160, 339, 339, 339, 339, 339, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 51, 51, 51, 51, 51, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 50, 50, 50, 50, 50, 39, 39, 39, 39, 39, 40, 40, 40, 40, 40, 84, 84, 84, 84, 84, 48, 48, 48, 48, 48, 45, 45, 45, 45, 45, 52, 52, 52, 52, 52, 46, 46, 46, 46
LOG  : Network     , 1676915408283> 904.583.461> Disconnected player "Gym Burger (Maximum Cheese)" 76561198145393066
LOG  : Network     , 1676915408283> 904.583.461> [21-02-23 00:50:08.283] > ConnectionManager: [disconnect] "receive-disconnect" connection: guid=671039110158495765 ip=149.61.202.16 steam-id=76561198145393066 access= username="Gym Burger (Maximum Cheese)" connection-type="Steam"
LOG  : Network     , 1676915408283> 904.583.461> [21-02-23 00:50:08.283] > ConnectionManager: [disconnect] "receive-disconnect" connection: guid=671039110158495765 ip=149.61.202.16 steam-id=76561198145393066 access= username="Gym Burger (Maximum Cheese)" connection-type="Steam"
LOG  : General     , 1676915411161> 904.586.339> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1676915415357> 904.590.535> [21-02-23 00:50:15.357] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionConnectFail
LOG  : Network     , 1676915415357> 904.590.535> [21-02-23 00:50:15.357] > ZNet: OnP2PSessionConnectFail: "Timeout"
LOG  : General     , 1676915416161> 904.591.339> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915421161> 904.596.339> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1676915423657> 904.598.835> [21-02-23 00:50:23.657] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1676915423657> 904.598.835> [21-02-23 00:50:23.657] > ZNet: OnValidateAuthTicketResponse response=AuthTicketCanceled SteamID=76561198145393066
LOG  : Network     , 1676915423657> 904.598.835> [21-02-23 00:50:23.657] > ZNet: Auth failed response=AuthTicketCanceled state=3 SteamID=76561198145393066
LOG  : Network     , 1676915423657> 904.598.835> [21-02-23 00:50:23.657] > ZNet: hnote over CZombienet : **ZNetAuthFailedMessage**
LOG  : Network     , 1676915423657> 904.598.835> [21-02-23 00:50:23.657] > ZNet: SZombienet -> SZombienet: SendServerMessage
LOG  : Network     , 1676915423657> 904.598.835> [21-02-23 00:50:23.657] > ZNet: Disconnect: AuthTicketCanceled (1104) SteamID=76561198145393066
LOG  : Network     , 1676915424757> 904.599.935> [21-02-23 00:50:24.757] > ZNet: Finally disconnected client 76561198145393066
LOG  : Network     , 1676915424757> 904.599.935> [21-02-23 00:50:24.757] > ZNet: SZombienet -> SZombienet: CloseConnection
LOG  : Network     , 1676915424757> 904.599.935> [21-02-23 00:50:24.757] > ZNet: CloseConnection: Finally disconnected (1101) SteamID=76561198145393066
LOG  : Network     , 1676915424757> 904.599.935> [21-02-23 00:50:24.757] > ZNet: SZombienet -> SSteamSDK: CloseP2PSessionWithUser
LOG  : Network     , 1676915424759> 904.599.937> [21-02-23 00:50:24.759] > ZNet: SZombienet -> SSteamSDK: EndAuthSession
LOG  : General     , 1676915426161> 904.601.339> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1676915426745> 904.601.923> [21-02-23 00:50:26.745] > ZNet: SRakNet -> SZombienet: OnClosedConnection
LOG  : Network     , 1676915426745> 904.601.924> [21-02-23 00:50:26.745] > ZNet: OnClosedConnection: reason=DisconnectionNotification port=256
LOG  : Network     , 1676915426746> 904.601.924> [21-02-23 00:50:26.746] > ConnectionManager: [RakNet] "disconnection-notification" connection: null
LOG  : Network     , 1676915428359> 904.603.537> [21-02-23 00:50:28.359] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionRequest
LOG  : Network     , 1676915428359> 904.603.537> [21-02-23 00:50:28.359] > ZNet: OnP2PSessionRequest: idx=3 SteamID=76561198145393066
LOG  : Network     , 1676915428371> 904.603.549> [21-02-23 00:50:28.371] > ZNet: SZombienet -> SSteamSDK: AcceptP2PSessionWithUser
LOG  : General     , 1676915431261> 904.606.439> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915436261> 904.611.439> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915441361> 904.616.539> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915446361> 904.621.539> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915451361> 904.626.539> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915456461> 904.631.639> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915461461> 904.636.639> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915466461> 904.641.639> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915471578> 904.646.756> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915476578> 904.651.756> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915481661> 904.656.839> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915486661> 904.661.839> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915489129> 904.664.307> command entered via server console (System.in): "invite-add@76561198145393066"
LOG  : General     , 1676915489129> 904.664.307> command entered via server console (System.in): "invite-add@76561198100576317"
LOG  : General     , 1676915489129> 904.664.308> command entered via server console (System.in): "invite-add@76561198213478008"
LOG  : General     , 1676915489129> 904.664.308> command entered via server console (System.in): "invite-add@76561198080689461"
LOG  : General     , 1676915491681> 904.666.859> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915492929> 904.668.107> command entered via server console (System.in): "invite-add@76561198145393066"
LOG  : General     , 1676915496661> 904.671.839> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1676915496909> 904.672.087> [21-02-23 00:51:36.909] > ZNet: SRakNet -> SZombienet: RakNetRecvFrom
LOG  : Network     , 1676915496909> 904.672.087> [21-02-23 00:51:36.909] > ZNet: SZombienet -> SZombienet: OnMsgVersionMessage
LOG  : Network     , 1676915496909> 904.672.087> [21-02-23 00:51:36.909] > ZNet: Client version=41.78.16 matches server version=41.78.16
LOG  : Network     , 1676915496909> 904.672.087> [21-02-23 00:51:36.909] > ZNet: hnote over SZombienet : **ZNetServerInfoMessage**
LOG  : Network     , 1676915496909> 904.672.087> [21-02-23 00:51:36.909] > ZNet: SZombienet -> SSteamSDK: SendP2PPacket
LOG  : General     , 1676915501761> 904.676.939> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915506861> 904.682.039> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915511861> 904.687.039> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1676915512392> 904.687.570> [21-02-23 00:51:52.392] > ZNet: SRakNet -> SZombienet: OnNewConnection
LOG  : Network     , 1676915512392> 904.687.570> [21-02-23 00:51:52.392] > ZNet: OnNewConnection: 211.144.146.158:256 incoming=1 state=Connected
LOG  : Network     , 1676915512392> 904.687.570> [21-02-23 00:51:52.392] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1676915512392> 904.687.571> [21-02-23 00:51:52.392] > ConnectionManager: [RakNet] "new-incoming-connection" connection: guid=671039110158495765 ip=null steam-id=0 access= username="null" connection-type="Disconnected"
LOG  : Network     , 1676915512746> 904.687.924> [21-02-23 00:51:52.746] > ZNet: SRakNet -> SZombienet: OnReceive
LOG  : Network     , 1676915512746> 904.687.924> [21-02-23 00:51:52.746] > ZNet: SZombienet -> SZombienet: ProcessPacket
LOG  : Network     , 1676915512746> 904.687.924> [21-02-23 00:51:52.746] > ZNet: Client has begun authentication
LOG  : Network     , 1676915512746> 904.687.924> [21-02-23 00:51:52.746] > ZNet: SZombienet -> SZombienet: OnClientBeginAuth
LOG  : Network     , 1676915512746> 904.687.924> [21-02-23 00:51:52.746] > ZNet: got token from the client
LOG  : Network     , 1676915512746> 904.687.924> [21-02-23 00:51:52.746] > ZNet: SZombienet -> SSteamSDK: BeginAuthSession
LOG  : Network     , 1676915512746> 904.687.925> [21-02-23 00:51:52.746] > ZNet: BeginAuthSession() ok
LOG  : Network     , 1676915513058> 904.688.236> [21-02-23 00:51:53.058] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1676915513058> 904.688.236> [21-02-23 00:51:53.058] > ZNet: OnValidateAuthTicketResponse response=OK SteamID=76561198145393066
LOG  : Network     , 1676915513058> 904.688.236> [21-02-23 00:51:53.058] > ZNet: Auth succeeded
LOG  : Network     , 1676915513058> 904.688.236> [21-02-23 00:51:53.058] > ZNet: hnote over SZombienet : **mtMsgServerAuthPassed**
LOG  : Network     , 1676915513058> 904.688.236> [21-02-23 00:51:53.058] > ZNet: SZombienet -> SZombienet: SendServerMessage
DEBUG: Voice       , 1676915513154> 904.688.332> VoiceManager.VoiceConnectAccept     > uuid=9500283ef643015
LOG  : Network     , 1676915513174> 904.688.352> [21-02-23 00:51:53.174] > ConnectionManager: [receive-packet] "login" connection: guid=671039110158495765 ip=null steam-id=0 access= username="null" connection-type="Steam"
LOG  : Network     , 1676915513174> 904.688.352> [21-02-23 00:51:53.174] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1676915513175> 904.688.353> [21-02-23 00:51:53.175] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientSteamID
LOG  : Network     , 1676915513175> 904.688.353> [21-02-23 00:51:53.175] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientOwnerSteamID
DEBUG: Multiplayer , 1676915513188> 904.688.366> GameServer.receiveLogin             > 76561198145393066 isCoopHost=false
LOG  : Network     , 1676915513188> 904.688.366> [21-02-23 00:51:53.188] > ConnectionManager: [receive-packet] "client-connect" connection: guid=671039110158495765 ip=211.144.146.158 steam-id=76561198145393066 access= username="Col. Gym Burger (Maximum Cheese)" connection-type="Steam"
LOG  : Network     , 1676915513189> 904.688.367> Connected new client Col. Gym Burger (Maximum Cheese) ID # 4
DEBUG: Multiplayer , 1676915513225> 904.688.403> RequestDataPacket.sendConnectingDetails> ConnectionDetails 65805b
LOG  : Network     , 1676915513225> 904.688.403> [21-02-23 00:51:53.225] > ConnectionManager: [send-packet] "connection-details" connection: guid=671039110158495765 ip=211.144.146.158 steam-id=76561198145393066 access= username="Col. Gym Burger (Maximum Cheese)" connection-type="Steam"
LOG  : General     , 1676915516961> 904.692.139> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1676915521220> 904.696.398> [21-02-23 00:52:01.220] > ConnectionManager: [receive-packet] "login-queue-request" connection: guid=671039110158495765 ip=211.144.146.158 steam-id=76561198145393066 access= username="Col. Gym Burger (Maximum Cheese)" connection-type="Steam"
LOG  : General     , 1676915521961> 904.697.139> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1676915522207> 904.697.385> RequestDataPacket.doProcessRequest  > Descriptors 4010b
DEBUG: Multiplayer , 1676915523030> 904.698.208> RequestDataPacket.doProcessRequest  > MetaGrid 818313b
DEBUG: Multiplayer , 1676915523881> 904.699.059> RequestDataPacket.doProcessRequest  > MapZone 869783b
DEBUG: Multiplayer , 1676915524724> 904.699.902> RequestDataPacket.doProcessRequest  > PlayerZombieDescriptors 4646b
DEBUG: Multiplayer , 1676915524815> 904.699.993> RequestDataPacket.doProcessRequest  > RadioData 12620b
LOG  : General     , 1676915525313> 904.700.491> NetChecksum: PacketTotalChecksum lua=true script=true
LOG  : General     , 1676915527045> 904.702.223> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915532044> 904.707.223> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1676915533003> 904.708.181> [21-02-23 00:52:13.003] > ConnectionManager: [receive-packet] "login-queue-done" connection: guid=671039110158495765 ip=211.144.146.158 steam-id=76561198145393066 access= username="Col. Gym Burger (Maximum Cheese)" connection-type="Steam"
LOG  : Network     , 1676915533004> 904.708.182> [21-02-23 00:52:13.004] > ConnectionManager: [send-packet] "checksum-packet-1" connection: null
LOG  : Network     , 1676915533093> 904.708.271> [21-02-23 00:52:13.093] > ConnectionManager: [receive-packet] "checksum-packet-1" connection: null
LOG  : Network     , 1676915533094> 904.708.272> [21-02-23 00:52:13.094] > ConnectionManager: [send-packet] "checksum-packet-2" connection: null
LOG  : Network     , 1676915533180> 904.708.358> [21-02-23 00:52:13.180] > ConnectionManager: [receive-packet] "checksum-packet-2" connection: null
LOG  : General     , 1676915537045> 904.712.223> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915542145> 904.717.323> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1676915546281> 904.721.459> [21-02-23 00:52:26.281] > ConnectionManager: [receive-packet] "player-connect" connection: guid=671039110158495765 ip=211.144.146.158 steam-id=76561198145393066 access= username="Col. Gym Burger (Maximum Cheese)" connection-type="Steam"
LOG  : General     , 1676915546281> 904.721.459> User:'Col. Gym Burger (Maximum Cheese)' ip:211.144.146.158 is trying to connect
LOG  : General     , 1676915546282> 904.721.460> Warning, root node parent is always null.
LOG  : Network     , 1676915546283> 904.721.461> [21-02-23 00:52:26.283] > ZNet: BUpdateUserData 'Col. Gym Burger (Maximum Cheese)' id=76561198145393066
LOG  : Network     , 1676915546283> 904.721.461> [21-02-23 00:52:26.283] > ConnectionManager: [fully-connected] "" connection: guid=671039110158495765 ip=211.144.146.158 steam-id=76561198145393066 access= username="Col. Gym Burger (Maximum Cheese)" connection-type="Steam"
LOG  : General     , 1676915547244> 904.722.423> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915552245> 904.727.423> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915557244> 904.732.423> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915562244> 904.737.423> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915567245> 904.742.423> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915572344> 904.747.523> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915577345> 904.752.523> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915582445> 904.757.623> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915587547> 904.762.725> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915592546> 904.767.724> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915597645> 904.772.823> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915602644> 904.777.823> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915607746> 904.782.924> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915612745> 904.787.923> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915617845> 904.793.023> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915622844> 904.798.023> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915627845> 904.803.023> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915632844> 904.808.023> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915637845> 904.813.023> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915642945> 904.818.123> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915647944> 904.823.123> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915652945> 904.828.123> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915658045> 904.833.223> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915663044> 904.838.223> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915668048> 904.843.227> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915673148> 904.848.326> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915678244> 904.853.423> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915683245> 904.858.423> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915688345> 904.863.523> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915693344> 904.868.523> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915698444> 904.873.623> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915703445> 904.878.623> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915708444> 904.883.623> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915713544> 904.888.723> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915718545> 904.893.723> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915723544> 904.898.723> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915728545> 904.903.723> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915733544> 904.908.723> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915738645> 904.913.823> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915743645> 904.918.823> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915748744> 904.923.923> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915753745> 904.928.923> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915758845> 904.934.023> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915763844> 904.939.023> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915768845> 904.944.023> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915773845> 904.949.023> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915778944> 904.954.123> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915783945> 904.959.123> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915789045> 904.964.223> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915794044> 904.969.223> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915799145> 904.974.323> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915804245> 904.979.423> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915809345> 904.984.523> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915814444> 904.989.623> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915819545> 904.994.723> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915824645> 904.999.823> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915829644> 905.004.823> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915834645> 905.009.823> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915839745> 905.014.923> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915843154> 905.018.332> shared-descriptor: added id=1005
LOG  : General     , 1676915844761> 905.019.939> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915849861> 905.025.039> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915854961> 905.030.139> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915859961> 905.035.139> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915864961> 905.040.139> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915870061> 905.045.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915875061> 905.050.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915880061> 905.055.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915885161> 905.060.339> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915890161> 905.065.339> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915895261> 905.070.439> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915900361> 905.075.539> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915905461> 905.080.639> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915910461> 905.085.639> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915915561> 905.090.739> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915920561> 905.095.739> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915925561> 905.100.739> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915930661> 905.105.839> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915935761> 905.110.939> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915940761> 905.115.939> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915945761> 905.120.939> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915950861> 905.126.039> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915955861> 905.131.039> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915960861> 905.136.039> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915965861> 905.141.039> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915970961> 905.146.139> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915975961> 905.151.139> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915981061> 905.156.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915986061> 905.161.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915991061> 905.166.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676915996161> 905.171.339> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916001161> 905.176.339> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916006261> 905.181.439> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916011261> 905.186.439> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916016361> 905.191.539> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916021461> 905.196.639> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916026561> 905.201.739> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916031561> 905.206.739> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916036561> 905.211.739> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916041661> 905.216.839> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916046661> 905.221.839> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916051762> 905.226.940> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916056761> 905.231.939> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916061778> 905.236.956> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916066861> 905.242.039> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916071961> 905.247.139> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916077061> 905.252.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916082061> 905.257.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916087061> 905.262.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916092061> 905.267.239> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916097161> 905.272.339> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916102161> 905.277.339> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916107161> 905.282.339> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916112261> 905.287.439> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916117263> 905.292.441> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916122361> 905.297.539> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916127462> 905.302.640> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1676916132461> 905.307.639> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1676916136869> 905.312.048> [21-02-23 01:02:16.869] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1676916136870> 905.312.048> [21-02-23 01:02:16.870] > ZNet: OnValidateAuthTicketResponse response=AuthTicketCanceled SteamID=76561198145393066
LOG  : Network     , 1676916136870> 905.312.048> [21-02-23 01:02:16.870] > ZNet: Auth failed response=AuthTicketCanceled state=3 SteamID=76561198145393066
LOG  : Network     , 1676916136870> 905.312.048> [21-02-23 01:02:16.870] > ZNet: hnote over CZombienet : **ZNetAuthFailedMessage**
LOG  : Network     , 1676916136870> 905.312.048> [21-02-23 01:02:16.870] > ZNet: SZombienet -> SZombienet: SendServerMessage
LOG  : Network     , 1676916136870> 905.312.048> [21-02-23 01:02:16.870] > ZNet: Disconnect: AuthTicketCanceled (1104) SteamID=76561198145393066
LOG  : General     , 1676916137561> 905.312.740> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1676916137953> 905.313.131> [21-02-23 01:02:17.953] > ZNet: Finally disconnected client 76561198145393066
LOG  : Network     , 1676916137953> 905.313.131> [21-02-23 01:02:17.953] > ZNet: SZombienet -> SZombienet: CloseConnection
LOG  : Network     , 1676916137953> 905.313.131> [21-02-23 01:02:17.953] > ZNet: CloseConnection: Finally disconnected (1101) SteamID=76561198145393066
LOG  : Network     , 1676916137953> 905.313.132> [21-02-23 01:02:17.953] > ZNet: SZombienet -> SSteamSDK: CloseP2PSessionWithUser
LOG  : Network     , 1676916137955> 905.313.133> [21-02-23 01:02:17.955] > ZNet: SZombienet -> SSteamSDK: EndAuthSession
LOG  : General     , 1676916142661> 905.317.839> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1676916143534> 905.318.712> [21-02-23 01:02:23.534] > ZNet: SRakNet -> SZombienet: OnClosedConnection
LOG  : Network     , 1676916143534> 905.318.712> [21-02-23 01:02:23.534] > ZNet: OnClosedConnection: reason=ConnectionLost port=256
LOG  : Network     , 1676916143534> 905.318.712> [21-02-23 01:02:23.534] > ConnectionManager: [RakNet] "connection-lost" connection: guid=671039110158495765 ip=211.144.146.158 steam-id=76561198145393066 access= username="Col. Gym Burger (Maximum Cheese)" connection-type="Disconnected"
LOG  : Network     , 1676916143549> 905.318.727> Disconnected player "Gym Burger (Maximum Cheese)" 76561198145393066
